Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Neighborhood,Longitude,Location,citydst
6700 Dixieland Dr,Chattanooga,TN,37343,4/6/2024 11:23,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-030568,3,Pending/Possible Leads,35.16668,,-85.194851,POINT (-85.194851 35.16668),3
7000 Mccutcheon Rd,Chattanooga,TN,37421,4/6/2024 11:47,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-030576,3,Pending/Possible Leads,35.046556,,-85.156972,POINT (-85.156972 35.046556),6
2000 Hamilton Place Blvd,Chattanooga,TN,37421,4/6/2024 11:55,TN0330100,C5,Charlie N,91Z,Miscellaneous Information,,24-030578,3,Pending/Possible Leads,35.033499,,-85.160727,POINT (-85.160727 35.033499),4
3100 Mountain Creek Rd,Chattanooga,TN,37415,4/6/2024 12:00,TN0330100,A5,Adam N,91Z,Miscellaneous Information,,24-030653,3,Pending/Possible Leads,35.122755,,-85.315683,POINT (-85.315683 35.122755),1
600 Ashland Ter,Chattanooga,TN,37415,4/6/2024 12:10,TN0330100,A3,Adam N,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,24-030720,3,Pending/Possible Leads,35.116195,,-85.278737,POINT (-85.278737 35.116195),2
7300-731 Shallowford Rd,Chattanooga,TN,37421,4/6/2024 12:14,TN0330100,C7,Charlie N,91Z,Serving Warrant,,24-030592,2,Cleared by Arrest,35.042207000000005,,-85.154374,POINT (-85.154374 35.042207),4
2300 Mccallie Ave,Chattanooga,TN,37404,4/6/2024 12:26,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-030588,3,Pending/Possible Leads,35.035152,Glenwood,-85.268538,POINT (-85.268538 35.035152),9
100 Riverfront Pkwy,Chattanooga,TN,37402,4/6/2024 12:30,TN0330100,A6,Adam S,91Z,Miscellaneous Information,,24-030587,3,Pending/Possible Leads,35.056138,,-85.313968,POINT (-85.313968 35.056138),7
Hixson Pike & Ashland Ter,Chattanooga,TN,37415,4/6/2024 12:53,TN0330100,A3,Adam N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030604,3,Pending/Possible Leads,35.113746,Fairfax/ Bagwell,-85.259583,POINT (-85.259583 35.113746),2
2000 E Main St,Chattanooga,TN,37404,4/6/2024 13:00,TN0330100,B6,Baker S,91Z,Mental Health Call,,24-030594,3,Pending/Possible Leads,35.025008,Oak Grove,-85.277641,POINT (-85.277641 35.025008),8
5700 Highway 153,Chattanooga,TN,37343,4/6/2024 13:00,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,24-031699,3,Pending/Possible Leads,35.153821,,-85.244736,POINT (-85.244736 35.153821),3
8100 E Brainerd Rd,Chattanooga,TN,37421,4/6/2024 13:00,TN0330100,C8,Charlie N,23C,Shoplifting,Part 1 Crimes,24-030596,3,Pending/Possible Leads,35.005948,,-85.148905,POINT (-85.148905 35.005948),4
2700 Noa St,Chattanooga,TN,37406,4/6/2024 13:10,TN0330100,B2,Baker N,91Z,Shots Fired with Nothing Located,,24-030598,3,Pending/Possible Leads,35.067936,Glass Farms,-85.245575,POINT (-85.245575 35.067936),9
500 Fisher Ave,Chattanooga,TN,37406,4/6/2024 13:12,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-030721,3,Pending/Possible Leads,35.039190999999995,Glenwood,-85.257167,POINT (-85.257167 35.039191),9
4000 Sanders Dr,Chattanooga,TN,37415,4/6/2024 13:35,TN0330100,A3,Adam N,91Z,Field Interview,,24-030622,3,Pending/Possible Leads,35.119112,,-85.278246,POINT (-85.278246 35.119112),2
400 W 38th St,Chattanooga,TN,37410,4/6/2024 13:43,TN0330100,A11,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-030606,3,Pending/Possible Leads,35.008329,,-85.31477,POINT (-85.31477 35.008329),7
1600 Greendale Way,Chattanooga,TN,37343,4/6/2024 13:47,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-030607,2,Cleared by Arrest,35.126471,,-85.244843,POINT (-85.244843 35.126471),3
500 Central Dr,Chattanooga,TN,37421,4/6/2024 13:58,TN0330100,C4,Charlie S,91Z,Miscellaneous Information,,24-030609,3,Pending/Possible Leads,35.021287,,-85.194066,POINT (-85.194066 35.021287),6
3800 Granada Dr,Chattanooga,TN,37411,4/6/2024 14:06,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-030611,3,Pending/Possible Leads,35.019442,,-85.241911,POINT (-85.241911 35.019442),6
17400 I-24 East,Chattanooga,TN,37419,4/6/2024 14:10,TN0330100,A13,Adam S,91Z,Serving Warrant,,24-030615,2,Cleared by Arrest,35.0177784,,-85.385096,POINT (-85.385096 35.0177784),1
2700 Citico Ave,Chattanooga,TN,37406,4/6/2024 14:20,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-030619,3,Pending/Possible Leads,35.041426,Glenwood,-85.257579,POINT (-85.257579 35.041426),9
00 N Seminole Dr,Chattanooga,TN,37411,4/6/2024 14:29,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-030620,3,Pending/Possible Leads,35.028425,Missionary Rdge,-85.255531,POINT (-85.255531 35.028425),9
2800 Siener Ln,Chattanooga,TN,37411,4/6/2024 14:33,TN0330100,C1,Charlie S,91Z,Miscellaneous Information,,24-030629,3,Pending/Possible Leads,35.051469999999995,,-85.246304,POINT (-85.246304 35.05147),9
1500 Hickory Valley Rd,Chattanooga,TN,37421,4/6/2024 14:39,TN0330100,C4,Charlie S,210,Extortion/Blackmail,Part 1 Crimes,24-031951,3,Pending/Possible Leads,35.022967,,-85.179113,POINT (-85.179113 35.022967),6
300 Hillsview Dr,Chattanooga,TN,37405,4/6/2024 15:00,TN0330100,A5,Adam N,91Z,Miscellaneous Information,,24-030844,3,Pending/Possible Leads,35.100635000000004,,-85.331275,POINT (-85.331275 35.100635),1
3700 Jenkins Rd,Chattanooga,TN,37421,4/6/2024 15:15,TN0330100,C9,Charlie N,23D,Theft From Buildings,Part 1 Crimes,24-030631,3,Pending/Possible Leads,35.055305,,-85.127309,POINT (-85.127309 35.055305),4
4500 Hixson Pike,Chattanooga,TN,37343,4/6/2024 15:22,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-030632,3,Pending/Possible Leads,35.120779999999996,,-85.248856,POINT (-85.248856 35.12078),3
4700 Fairwood Ln,Chattanooga,TN,37416,4/6/2024 15:45,TN0330100,C5,Charlie N,91Z,Miscellaneous Information,,24-030820,3,Pending/Possible Leads,35.082578,Lake Hills,-85.187783,POINT (-85.187783 35.082578),5
4200 Rossville Blvd,Chattanooga,TN,37407,4/6/2024 15:49,TN0330100,B9,Baker S,91Z,Miscellaneous Information,,24-030642,3,Pending/Possible Leads,34.994823000000004,,-85.291015,POINT (-85.291015 34.994823),7
2000 Wilcox Blvd,Chattanooga,TN,37406,4/6/2024 15:50,TN0330100,B3,Baker N,91Z,Civil Matter,,24-030644,3,Pending/Possible Leads,35.053317,Avondale,-85.263616,POINT (-85.263616 35.053317),8
1000 Gadd Rd,Chattanooga,TN,37343,4/6/2024 16:05,TN0330100,A1,Adam N,91Z,Miscellaneous Information,,24-030640,3,Pending/Possible Leads,35.143642,,-85.252827,POINT (-85.252827 35.143642),3
7700 E Brainerd Rd,Chattanooga,TN,37421,4/6/2024 16:14,TN0330100,C8,Charlie N,91Z,Miscellaneous Information,,24-030276,3,Pending/Possible Leads,35.008168,,-85.156265,POINT (-85.156265 35.008168),4
400 Greenway View Dr,Chattanooga,TN,37411,4/6/2024 16:18,TN0330100,C3,Charlie S,91Z,Suspicious Activity,,24-030648,3,Pending/Possible Leads,35.007947,,-85.205079,POINT (-85.205079 35.007947),6
1000 Broad St,Chattanooga,TN,37402,4/6/2024 16:28,TN0330100,A6,Adam S,91Z,Miscellaneous Information,,24-030651,3,Pending/Possible Leads,35.0498079,,-85.321658,POINT (-85.321658 35.0498079),7
500 Signal Mountain Rd,Chattanooga,TN,37405,4/6/2024 16:35,TN0330100,A5,Adam N,23C,Shoplifting,Part 1 Crimes,24-030647,2,Cleared by Arrest,35.093599000000005,,-85.331074,POINT (-85.331074 35.093599),1
1600 Central Ave,Chattanooga,TN,37408,4/6/2024 16:38,TN0330100,B6,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030652,3,Pending/Possible Leads,35.031257,,-85.297309,POINT (-85.297309 35.031257),7
2700 Parkwood Ave,Chattanooga,TN,37404,4/6/2024 16:45,TN0330100,B4,Baker N,91Z,Mental Health Call,,24-030658,3,Pending/Possible Leads,35.03882,Glenwood,-85.25775,POINT (-85.25775 35.03882),9
1500 Hickory Valley Rd,Chattanooga,TN,37421,4/6/2024 16:47,TN0330100,C4,Charlie S,91Z,Miscellaneous Information,,24-030657,3,Pending/Possible Leads,35.02491,,-85.178907,POINT (-85.178907 35.02491),6
1000 E Main St,Chattanooga,TN,37408,4/6/2024 17:00,TN0330100,B6,Baker S,23H,All Other Larceny,Part 1 Crimes,24-031925,3,Pending/Possible Leads,35.031108999999994,Park Central,-85.29402,POINT (-85.29402 35.031109),8
900 Forest Ave,Chattanooga,TN,37405,4/6/2024 17:08,TN0330100,A4,Adam N,91Z,Suspicious Activity,,24-030663,3,Pending/Possible Leads,35.072041,,-85.300666,POINT (-85.300666 35.072041),2
3000 Rossville Blvd,Chattanooga,TN,37407,4/6/2024 17:12,TN0330100,B7,Baker S,91Z,Miscellaneous Information,,24-030677,3,Pending/Possible Leads,35.009161999999996,Clifton Hills,-85.293805,POINT (-85.293805 35.009162),7
E 11th St & Peeples St,Chattanooga,TN,373403,4/6/2024 17:34,TN0330100,A9,Adam S,13B,Simple Assault,Part 1 Crimes,24-030670,3,Pending/Possible Leads,35.0471805,,-85.321255,POINT (-85.321255 35.0471805),7
2100 Hamilton Place Blvd,Chattanooga,TN,37421,4/6/2024 17:35,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,24-030711,3,Pending/Possible Leads,35.034149,,-85.15799,POINT (-85.15799 35.034149),4
700 Pine St,Chattanooga,TN,37402,4/6/2024 17:59,TN0330100,A7,Adam S,92Z,,,24-030678,3,Pending/Possible Leads,35.047186,,-85.312258,POINT (-85.312258 35.047186),7
2200 Hamilton Place Blvd,Chattanooga,TN,37421,4/6/2024 18:00,TN0330100,C7,Charlie N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,24-030679,2,Cleared by Arrest,35.038426,,-85.155236,POINT (-85.155236 35.038426),4
2200 Hamilton Place Blvd,Chattanooga,TN,37421,4/6/2024 18:00,TN0330100,C7,Charlie N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-030679,2,Cleared by Arrest,35.038279,,-85.154598,POINT (-85.154598 35.038279),4
2200 Wilcox Blvd,Chattanooga,TN,37406,4/6/2024 18:00,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-030681,3,Pending/Possible Leads,35.052994999999996,Avondale,-85.260044,POINT (-85.260044 35.052995),9
1700 Jackson St,Chattanooga,TN,37404,4/6/2024 18:06,TN0330100,B4,Baker N,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,24-030664,3,Pending/Possible Leads,35.044822,Bushtown,-85.272988,POINT (-85.272988 35.044822),8
6800 Conner Ln,Chattanooga,TN,37421,4/6/2024 18:06,TN0330100,C6,Charlie N,91Z,Miscellaneous Information,,24-030680,3,Pending/Possible Leads,35.042641,,-85.164081,POINT (-85.164081 35.042641),6
1800 Taylor St,Chattanooga,TN,37406,4/6/2024 18:25,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-030689,3,Pending/Possible Leads,35.056053,Avondale,-85.257285,POINT (-85.257285 35.056053),9
1600 Dodson Ave,Chattanooga,TN,37406,4/6/2024 18:33,TN0330100,B2,Baker N,23H,All Other Larceny,Part 1 Crimes,24-030687,3,Pending/Possible Leads,35.055953,Avondale,-85.259458,POINT (-85.259458 35.055953),8
00 Birmingham Hwy,Chattanooga,TN,37419,4/6/2024 18:36,TN0330100,A13,Adam S,91Z,Mental Health Call,,24-030671,3,Pending/Possible Leads,35.017559,,-85.382819,POINT (-85.382819 35.017559),1
900 E 14th St,Chattanooga,TN,37408,4/6/2024 18:50,TN0330100,B5,Baker S,91Z,Mental Health Call,,24-030692,3,Pending/Possible Leads,35.031924000000004,Park Central,-85.294145,POINT (-85.294145 35.031924),8
5300 Highway 153,Chattanooga,TN,37343,4/6/2024 19:00,TN0330100,A2,Adam N,91Z,Damaged Property Accidental,,24-031630,3,Pending/Possible Leads,35.135021,,-85.246154,POINT (-85.246154 35.135021),3
1800 Tunnel Blvd,Chattanooga,TN,37406,4/6/2024 19:03,TN0330100,C1,Charlie S,91Z,Mental Health Call,,24-030695,3,Pending/Possible Leads,35.049285000000005,,-85.236468,POINT (-85.236468 35.049285),5
3500 Brainerd Rd,Chattanooga,TN,37411,4/6/2024 19:14,TN0330100,C2,Charlie S,91Z,Field Interview,,24-030698,3,Pending/Possible Leads,35.025224,,-85.247193,POINT (-85.247193 35.025224),9
1000 Market St,Chattanooga,TN,37402,4/6/2024 19:20,TN0330100,A9,Adam S,91Z,Miscellaneous Information,,24-030709,3,Pending/Possible Leads,35.043839,,-85.309358,POINT (-85.309358 35.043839),7
1100 E 16th St,Chattanooga,TN,37408,4/6/2024 19:35,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,24-030705,3,Pending/Possible Leads,35.028525,Park Central,-85.289714,POINT (-85.289714 35.028525),8
7800 Holiday Hills Cir,Chattanooga,TN,37416,4/6/2024 19:51,TN0330100,C5,Charlie N,91Z,Miscellaneous Information,,24-030708,3,Pending/Possible Leads,35.079936,,-85.169388,POINT (-85.169388 35.079936),5
900 Mountain Creek Rd,Chattanooga,TN,37405,4/6/2024 19:55,TN0330100,A5,Adam N,91Z,Miscellaneous Information,,24-030634,3,Pending/Possible Leads,35.108398,,-85.323813,POINT (-85.323813 35.108398),1
200 Georgia Ave,Chattanooga,TN,37405,4/6/2024 19:56,TN0330100,A4,Adam N,90E,Drunkenness,Part 2 Crimes,24-030714,2,Cleared by Arrest,35.064337,,-85.296457,POINT (-85.296457 35.064337),2
800 E 48th St,Chattanooga,TN,37410,4/6/2024 20:00,TN0330100,A12,Adam S,91Z,Miscellaneous Information,,24-030715,3,Pending/Possible Leads,34.991515,Alton Park/ Piney Woods,-85.304811,POINT (-85.304811 34.991515),7
7300 Courage Way,Chattanooga,TN,37421,4/6/2024 20:13,TN0330100,C9,Charlie N,91Z,Mental Health Call,,24-030717,3,Pending/Possible Leads,35.053383100000005,,-85.143839,POINT (-85.143839 35.0533831),6
00 N Germantown Rd,Chattanooga,TN,37411,4/6/2024 20:14,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-030718,3,Pending/Possible Leads,35.026046,,-85.245558,POINT (-85.245558 35.026046),9
700 Woodvale Ave,Chattanooga,TN,37411,4/6/2024 20:30,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-030712,3,Pending/Possible Leads,35.023935,,-85.226122,POINT (-85.226122 35.023935),5
5700 Brainerd Rd,Chattanooga,TN,37411,4/6/2024 20:30,TN0330100,C3,Charlie S,90C,Disorderly Conduct,Part 2 Crimes,24-030700,2,Cleared by Arrest,35.011033,,-85.212225,POINT (-85.212225 35.011033),6
00 E 11th St,Chattanooga,TN,37402,4/6/2024 20:30,TN0330100,A9,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030854,3,Pending/Possible Leads,35.044485,Martin Luther King,-85.30716,POINT (-85.30716 35.044485),8
100 W 10th St,Chattanooga,TN,37402,4/6/2024 20:33,TN0330100,A9,Adam S,91Z,All Other Traffic Offenses,,24-030723,2,Cleared by Arrest,35.045134,,-85.30945,POINT (-85.30945 35.045134),7
100 W 10th St,Chattanooga,TN,37402,4/6/2024 20:33,TN0330100,A9,Adam S,91Z,All Other Traffic Offenses,,24-030745,2,Cleared by Arrest,35.045024,,-85.309904,POINT (-85.309904 35.045024),7
2300 Chamberlain Ave,Chattanooga,TN,37404,4/6/2024 20:45,TN0330100,B5,Baker S,91Z,Missing Person,,24-030783,4,Inactive/Suspended,35.031997,Ridgedale,-85.2688,POINT (-85.2688 35.031997),9
3500 Cummings Hwy,Chattanooga,TN,37419,4/6/2024 20:50,TN0330100,A13,Adam S,23C,Shoplifting,Part 1 Crimes,24-030730,3,Pending/Possible Leads,35.01588,,-85.375889,POINT (-85.375889 35.01588),1
700 Palmetto St,Chattanooga,TN,37403,4/6/2024 20:54,TN0330100,A8,Adam S,91Z,Miscellaneous Information,,24-030727,3,Pending/Possible Leads,35.043809,Fort Wood,-85.295577,POINT (-85.295577 35.043809),8
1600 Central Ave,Chattanooga,TN,37408,4/6/2024 20:59,TN0330100,B6,Baker S,91Z,Miscellaneous Information,,24-030732,3,Pending/Possible Leads,35.031049,,-85.29732,POINT (-85.29732 35.031049),7
2200 Gunbarrel Rd,Chattanooga,TN,37421,4/6/2024 21:00,TN0330100,C7,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,24-031918,4,Inactive/Suspended,35.037433,,-85.150806,POINT (-85.150806 35.037433),4
3300 Tarlton Ave,Chattanooga,TN,37410,4/6/2024 21:00,TN0330100,A11,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030893,3,Pending/Possible Leads,35.014595,,-85.31979,POINT (-85.31979 35.014595),7
3000 E 34th St,Chattanooga,TN,37407,4/6/2024 21:06,TN0330100,B8,Baker S,90E,Drunkenness,Part 2 Crimes,24-030735,2,Cleared by Arrest,35.000119,East Lake,-85.277666,POINT (-85.277666 35.000119),7
400 Dodson Ave,Chattanooga,TN,37404,4/6/2024 21:12,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-030731,3,Pending/Possible Leads,35.039078,Glenwood,-85.267061,POINT (-85.267061 35.039078),8
7700 Lee Hwy,Chattanooga,TN,37421,4/6/2024 21:15,TN0330100,C9,Charlie N,91Z,Field Interview,,24-030761,3,Pending/Possible Leads,35.062626,,-85.133438,POINT (-85.133438 35.062626),6
6800 Lee Hwy,Chattanooga,TN,37421,4/6/2024 21:28,TN0330100,C6,Charlie N,13B,Simple Assault,Part 1 Crimes,24-030748,2,Cleared by Arrest,35.041143,,-85.166533,POINT (-85.166533 35.041143),6
300 Greenway View Dr,Chattanooga,TN,37411,4/6/2024 21:31,TN0330100,C3,Charlie S,91Z,Miscellaneous Information,,24-030754,3,Pending/Possible Leads,35.009629000000004,,-85.206818,POINT (-85.206818 35.009629),6
E 11th St & Peeples St,Chattanooga,TN,37403,4/6/2024 21:45,TN0330100,A7,Adam S,90Z,All Other Offenses,Part 2 Crimes,24-030767,3,Pending/Possible Leads,35.039218000000005,,-85.299102,POINT (-85.299102 35.039218),8
E 11th St & Peeples St,Chattanooga,TN,37403,4/6/2024 21:45,TN0330100,A7,Adam S,90E,Drunkenness,Part 2 Crimes,24-030767,3,Pending/Possible Leads,35.039376000000004,,-85.299711,POINT (-85.299711 35.039376),8
4400 Kayala Circle,Chattanooga,TN,37405,4/6/2024 21:45,TN0330100,C6,Charlie N,91Z,Suspicious Activity,,24-030765,3,Pending/Possible Leads,35.0439785,,-85.30777,POINT (-85.30777 35.0439785),8
E 11th St & Peeples St,Chattanooga,TN,37403,4/6/2024 21:45,TN0330100,A7,Adam S,35B,Drug Equipment Violations,Part 1 Crimes,24-030767,3,Pending/Possible Leads,35.039063000000006,,-85.298867,POINT (-85.298867 35.039063),8
3700 Modern Industries Pkwy,Chattanooga,TN,37419,4/6/2024 21:53,TN0330100,A13,Adam S,91Z,All Other Traffic Offenses,,24-030777,3,Pending/Possible Leads,35.016422999999996,,-85.383031,POINT (-85.383031 35.016423),1
7700 Aspen Lodge Way,Chattanooga,TN,37421,4/6/2024 22:00,TN0330100,C8,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-030872,4,Inactive/Suspended,35.008527,,-85.159035,POINT (-85.159035 35.008527),4
2100 Hamilton Place Blvd,Chattanooga,TN,37421,4/6/2024 22:00,TN0330100,C7,Charlie N,91Z,Property Lost,,24-030816,3,Pending/Possible Leads,35.03463,,-85.157987,POINT (-85.157987 35.03463),4
Mulberry St & E 20th St,Chattanooga,TN,37404,4/6/2024 22:01,TN0330100,B6,Baker S,91Z,Miscellaneous Information,,24-030760,3,Pending/Possible Leads,35.021682999999996,Oak Grove,-85.281736,POINT (-85.281736 35.021683),8
2700 Rossville Blvd,Chattanooga,TN,37404,4/6/2024 22:05,TN0330100,B7,Baker S,23C,Shoplifting,Part 1 Crimes,24-030762,3,Pending/Possible Leads,35.014996000000004,Clifton Hills,-85.293606,POINT (-85.293606 35.014996),8
7000 Mccutcheon Rd,Chattanooga,TN,37421,4/6/2024 22:10,TN0330100,C9,Charlie N,91Z,Suspicious Activity,,24-030763,3,Pending/Possible Leads,35.045901,,-85.156262,POINT (-85.156262 35.045901),6
7000 Amin Dr,Chattanooga,TN,37421,4/6/2024 22:15,TN0330100,C6,Charlie N,90E,Drunkenness,Part 2 Crimes,24-030766,2,Cleared by Arrest,35.041378,,-85.159691,POINT (-85.159691 35.041378),6
800 E 4th St,Chattanooga,TN,37403,4/6/2024 22:21,TN0330100,A8,Adam S,90D,Driving Under The Influence,Part 2 Crimes,24-030768,2,Cleared by Arrest,35.05141,,-85.299978,POINT (-85.299978 35.05141),7
800 E 4th St,Chattanooga,TN,37403,4/6/2024 22:21,TN0330100,A8,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-030768,2,Cleared by Arrest,35.049812,,-85.299989,POINT (-85.299989 35.049812),8
2400 N Chamberlain Ave,Chattanooga,TN,37406,4/6/2024 22:24,TN0330100,B2,Baker N,91Z,Shots Fired with Nothing Located,,24-030769,3,Pending/Possible Leads,35.063809,Missionary Rdge,-85.249071,POINT (-85.249071 35.063809),9
2500 Enclave Bay Dr,Chattanooga,TN,37415,4/6/2024 22:30,TN0330100,A3,Adam N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030897,2,Cleared by Arrest,35.101173,,-85.275124,POINT (-85.275124 35.101173),2
2300 Windsor St,Chattanooga,TN,37406,4/6/2024 22:38,TN0330100,B3,Baker N,13B,Simple Assault,Part 1 Crimes,24-030775,3,Pending/Possible Leads,35.047114,Avondale,-85.261064,POINT (-85.261064 35.047114),8
400 Market St,Chattanooga,TN,37402,4/6/2024 22:50,TN0330100,A7,Adam S,90E,Drunkenness,Part 2 Crimes,24-030781,2,Cleared by Arrest,35.052468999999995,,-85.309873,POINT (-85.309873 35.052469),7
400 Market St,Chattanooga,TN,37402,4/6/2024 22:50,TN0330100,A7,Adam S,90C,Disorderly Conduct,Part 2 Crimes,24-030781,2,Cleared by Arrest,35.051444,,-85.308432,POINT (-85.308432 35.051444),7
3800 Tennessee Ave,Chattanooga,TN,37409,4/6/2024 22:58,TN0330100,A12,Adam S,91Z,Miscellaneous Information,,24-030779,3,Pending/Possible Leads,35.009102999999996,St. Elmo,-85.325998,POINT (-85.325998 35.009103),7
1400-149 Fagan St,Chattanooga,TN,37408,4/6/2024 22:59,TN0330100,B5,Baker S,91Z,Miscellaneous Information,,24-030782,3,Pending/Possible Leads,35.031844,Park Central,-85.293637,POINT (-85.293637 35.031844),8
4600 Cary Ln,Chattanooga,TN,37343,4/6/2024 23:00,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-030824,3,Pending/Possible Leads,35.12745,,-85.265868,POINT (-85.265868 35.12745),2
1400 Vance Rd,Chattanooga,TN,37421,4/6/2024 23:00,TN0330100,C4,Charlie S,91Z,Miscellaneous Information,,24-030776,3,Pending/Possible Leads,35.025169,,-85.185618,POINT (-85.185618 35.025169),6
3700 Central Ave,Chattanooga,TN,37410,4/6/2024 23:14,TN0330100,A12,Adam S,23H,All Other Larceny,Part 1 Crimes,24-030786,3,Pending/Possible Leads,35.007213,,-85.310888,POINT (-85.310888 35.007213),7
3700 Cummings Hwy,Chattanooga,TN,37419,4/6/2024 23:35,TN0330100,A13,Adam S,13B,Simple Assault,Part 1 Crimes,24-030790,2,Cleared by Arrest,35.018625,,-85.378976,POINT (-85.378976 35.018625),1
3700 Cummings Hwy,Chattanooga,TN,37419,4/6/2024 23:35,TN0330100,A13,Adam S,23H,All Other Larceny,Part 1 Crimes,24-030790,2,Cleared by Arrest,35.017946,,-85.379639,POINT (-85.379639 35.017946),1
3700 Cummings Hwy,Chattanooga,TN,37419,4/6/2024 23:35,TN0330100,A13,Adam S,90C,Disorderly Conduct,Part 2 Crimes,24-030790,2,Cleared by Arrest,35.018336000000005,,-85.379036,POINT (-85.379036 35.018336),1
1600 E 49th St,Chattanooga,TN,37407,4/6/2024 23:35,TN0330100,B9,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-030880,4,Inactive/Suspended,34.986343,Alton Park/ Piney Woods,-85.291709,POINT (-85.291709 34.986343),7
7700 Lee Hwy,Chattanooga,TN,37421,4/6/2024 23:50,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-030796,3,Pending/Possible Leads,35.060704,,-85.132361,POINT (-85.132361 35.060704),6
4000 Tennessee Ave,Chattanooga,TN,37409,4/6/2024 23:53,TN0330100,A12,Adam S,91Z,Miscellaneous Information,,24-030794,3,Pending/Possible Leads,35.007977,St. Elmo,-85.327272,POINT (-85.327272 35.007977),7
4700 Highway 58,Chattanooga,TN,37416,4/7/2024 0:00,TN0330100,C5,Charlie N,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,24-031895,3,Pending/Possible Leads,35.086804,Lake Hills,-85.190583,POINT (-85.190583 35.086804),5
2000 Hamilton Place Blvd,Chattanooga,TN,37421,4/7/2024 0:01,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-030852,4,Inactive/Suspended,35.032779,,-85.16366,POINT (-85.16366 35.032779),4
2000 Hamilton Place Blvd,Chattanooga,TN,37421,4/7/2024 0:01,TN0330100,C7,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030852,4,Inactive/Suspended,35.033297,,-85.162797,POINT (-85.162797 35.033297),4
500 Latimore St,Chattanooga,TN,37406,4/7/2024 0:20,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-030799,3,Pending/Possible Leads,35.037661,Glenwood,-85.254947,POINT (-85.254947 35.037661),9
2500 Broad St,Chattanooga,TN,37408,4/7/2024 0:30,TN0330100,A10,Adam S,91Z,Mental Health Call,,24-030802,3,Pending/Possible Leads,35.028434999999995,,-85.316671,POINT (-85.316671 35.028435),7
2100 Dodds Ave,Chattanooga,TN,37404,4/7/2024 0:36,TN0330100,B6,Baker S,91Z,Miscellaneous Information,,24-030803,3,Pending/Possible Leads,35.016685,Oak Grove,-85.273272,POINT (-85.273272 35.016685),9
6300 E Brainerd Rd,Chattanooga,TN,37421,4/7/2024 0:37,TN0330100,C4,Charlie S,91Z,Miscellaneous Information,,24-030804,3,Pending/Possible Leads,35.017649,,-85.196457,POINT (-85.196457 35.017649),6
1700 Reggie White Blvd,Chattanooga,TN,37402,4/7/2024 0:41,TN0330100,A10,Adam S,91Z,Miscellaneous Information,,24-030805,3,Pending/Possible Leads,35.036947999999995,,-85.318951,POINT (-85.318951 35.036948),7
Curtis St & Dodson Ave,Chattanooga,TN,37406,4/7/2024 0:43,TN0330100,B2,Baker N,91Z,Field Interview,,24-030807,3,Pending/Possible Leads,35.05805,Avondale,-85.257836,POINT (-85.257836 35.05805),9
