Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Neighborhood,Longitude,Location,citydst
1500 E 34th St,Chattanooga,TN,37407,4/1/2024 17:19,TN0330100,B7,Baker S,91Z,Miscellaneous Information,,24-028867,3,Pending/Possible Leads,35.004301999999996,Clifton Hills,-85.295177,POINT (-85.295177 35.004302),7
4900 English Ave,Chattanooga,TN,37407,4/1/2024 17:38,TN0330100,B9,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,24-028865,3,Pending/Possible Leads,34.987601,Alton Park/ Piney Woods,-85.288896,POINT (-85.288896 34.987601),7
2700 6th Ave,Chattanooga,TN,37407,4/1/2024 17:46,TN0330100,B8,Baker S,26D,Fraud Welfare,Part 1 Crimes,24-028888,3,Pending/Possible Leads,35.012632,,-85.281015,POINT (-85.281015 35.012632),8
5200 Tacoa Cir,Chattanooga,TN,37411,4/1/2024 17:50,TN0330100,C3,Charlie S,35A,Drug/Narcotic Violations,Part 1 Crimes,24-028898,2,Cleared by Arrest,35.013596,Brainerd Park,-85.222322,POINT (-85.222322 35.013596),5
800 Douglas St,Chattanooga,TN,37403,4/1/2024 17:58,TN0330100,A9,Adam S,91Z,Field Interview,,24-028883,3,Pending/Possible Leads,35.046096,Martin Luther King,-85.303081,POINT (-85.303081 35.046096),8
4900 La Collina Way,Chattanooga,TN,37405,4/1/2024 17:58,TN0330100,C9,Charlie N,91Z,Shots Fired with Nothing Located,,24-028891,3,Pending/Possible Leads,35.043850199999994,,-85.309128,POINT (-85.309128 35.0438502),8
2300 Gilbert St,Chattanooga,TN,37406,4/1/2024 17:59,TN0330100,B2,Baker N,91Z,Miscellaneous Information,,24-028884,3,Pending/Possible Leads,35.056464000000005,Avondale,-85.25613,POINT (-85.25613 35.056464),9
1500 Middle St,Chattanooga,TN,37408,4/1/2024 18:00,TN0330100,A11,Adam S,91Z,Miscellaneous Information,,24-028886,3,Pending/Possible Leads,35.020148,,-85.323521,POINT (-85.323521 35.020148),7
3000 Lightfoot Mill Rd,Chattanooga,TN,37406,4/1/2024 18:00,TN0330100,C1,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-028887,3,Pending/Possible Leads,35.067683,,-85.236984,POINT (-85.236984 35.067683),5
1500 Dodson Ave,Chattanooga,TN,37406,4/1/2024 18:17,TN0330100,B2,Baker N,91Z,Serving Warrant,,24-028892,2,Cleared by Arrest,35.052914,Avondale,-85.259816,POINT (-85.259816 35.052914),9
E Frontage Rd & Stringers Ridge Rd,Chattanooga,TN,37405,4/1/2024 18:20,TN0330100,A5,Adam N,91Z,Field Interview,,24-028893,3,Pending/Possible Leads,35.075231,,-85.320319,POINT (-85.320319 35.075231),1
3400 Clio Ave,Chattanooga,TN,37407,4/1/2024 18:40,TN0330100,B7,Baker S,91Z,Miscellaneous Information,,24-028900,3,Pending/Possible Leads,35.004823,East Lake,-85.291844,POINT (-85.291844 35.004823),7
7300 Shallowford Rd,Chattanooga,TN,37421,4/1/2024 18:50,TN0330100,C7,Charlie N,91Z,Damaged Property Accidental,,24-028899,3,Pending/Possible Leads,35.040186,,-85.150622,POINT (-85.150622 35.040186),4
1000 Pineville Rd,Chattanooga,TN,37405,4/1/2024 19:07,TN0330100,A5,Adam N,91Z,Shots Fired with Nothing Located,,24-028909,3,Pending/Possible Leads,35.076065,,-85.328545,POINT (-85.328545 35.076065),1
7700 Lee Hwy,Chattanooga,TN,37421,4/1/2024 19:29,TN0330100,C9,Charlie N,91Z,Serving Warrant,,24-028947,2,Cleared by Arrest,35.062506,,-85.130093,POINT (-85.130093 35.062506),6
7700 Lee Hwy,Chattanooga,TN,37421,4/1/2024 19:29,TN0330100,C9,Charlie N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-028914,2,Cleared by Arrest,35.061949999999996,,-85.129973,POINT (-85.129973 35.06195),6
7700 Lee Hwy,Chattanooga,TN,37421,4/1/2024 19:29,TN0330100,C9,Charlie N,35B,Drug Equipment Violations,Part 1 Crimes,24-028914,2,Cleared by Arrest,35.061994,,-85.130521,POINT (-85.130521 35.061994),6
5900 Brainerd Rd,Chattanooga,TN,37421,4/1/2024 19:30,TN0330100,C4,Charlie S,90Z,All Other Offenses,Part 2 Crimes,24-028996,3,Pending/Possible Leads,35.01706,,-85.207521,POINT (-85.207521 35.01706),5
8300 E Brainerd Rd,Chattanooga,TN,37411,4/1/2024 19:32,TN0330100,C8,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-028885,3,Pending/Possible Leads,35.010731,,-85.212514,POINT (-85.212514 35.010731),6
700 Chestnut St,Chattanooga,TN,37402,4/1/2024 19:45,TN0330100,A7,Adam S,90Z,All Other Offenses,Part 2 Crimes,24-028917,2,Cleared by Arrest,35.047058,,-85.310565,POINT (-85.310565 35.047058),7
700 Chestnut St,Chattanooga,TN,37402,4/1/2024 19:45,TN0330100,A7,Adam S,23H,All Other Larceny,Part 1 Crimes,24-028917,2,Cleared by Arrest,35.047289,,-85.311009,POINT (-85.311009 35.047289),7
5100 Central Ave,Chattanooga,TN,37409,4/1/2024 19:50,TN0330100,A12,Adam S,91Z,Field Interview,,24-028925,3,Pending/Possible Leads,34.991962,St. Elmo,-85.326436,POINT (-85.326436 34.991962),7
4600 Fire Pink Trl,Chattanooga,TN,37415,4/1/2024 20:00,TN0330100,A1,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029103,4,Inactive/Suspended,35.128039,,-85.303071,POINT (-85.303071 35.128039),1
1100 Mountain Creek Rd,Chattanooga,TN,37405,4/1/2024 20:00,TN0330100,A5,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029209,4,Inactive/Suspended,35.118288,,-85.317388,POINT (-85.317388 35.118288),1
00 E Main St,Chattanooga,TN,37408,4/1/2024 20:00,TN0330100,A10,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,24-030246,4,Inactive/Suspended,35.03493,Fort Negley,-85.306961,POINT (-85.306961 35.03493),7
2200 Hamilton Place Blvd,Chattanooga,TN,37421,4/1/2024 20:07,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,24-029918,3,Pending/Possible Leads,35.03893,,-85.154867,POINT (-85.154867 35.03893),4
900 E 3rd St,Chattanooga,TN,37403,4/1/2024 20:07,TN0330100,A8,Adam S,90Z,All Other Offenses,Part 2 Crimes,24-028922,3,Pending/Possible Leads,35.047451,Fort Wood,-85.290189,POINT (-85.290189 35.047451),8
5300 Kimbro St,Chattanooga,TN,37415,4/1/2024 20:18,TN0330100,A1,Adam N,91Z,Accidental Injury,,24-028926,3,Pending/Possible Leads,35.145348,,-85.269804,POINT (-85.269804 35.145348),1
2100 Chestnut St,Chattanooga,TN,37408,4/1/2024 20:21,TN0330100,A10,Adam S,91Z,Miscellaneous Information,,24-028928,3,Pending/Possible Leads,35.032052,,-85.317126,POINT (-85.317126 35.032052),7
400 Greenway View Dr,Chattanooga,TN,37411,4/1/2024 20:22,TN0330100,C3,Charlie S,13B,Simple Assault,Part 1 Crimes,24-028930,2,Cleared by Arrest,35.007994000000004,,-85.204856,POINT (-85.204856 35.007994),6
400 Greenway View Dr,Chattanooga,TN,37411,4/1/2024 20:22,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,24-028930,2,Cleared by Arrest,35.009077000000005,,-85.205379,POINT (-85.205379 35.009077),6
400 Greenway View Dr,Chattanooga,TN,37411,4/1/2024 20:22,TN0330100,C3,Charlie S,90Z,All Other Offenses,Part 2 Crimes,24-028930,2,Cleared by Arrest,35.009405,,-85.204369,POINT (-85.204369 35.009405),6
400 Greenway View Dr,Chattanooga,TN,37411,4/1/2024 20:23,TN0330100,C3,Charlie S,90Z,All Other Offenses,Part 2 Crimes,24-028944,2,Cleared by Arrest,35.007996000000006,,-85.204831,POINT (-85.204831 35.007996),6
2300 Wilson St,Chattanooga,TN,37406,4/1/2024 20:25,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-028929,3,Pending/Possible Leads,35.050419,Avondale,-85.259854,POINT (-85.259854 35.050419),9
1200 Peeples St,Chattanooga,TN,37403,4/1/2024 20:29,TN0330100,A9,Adam S,91Z,Field Interview,,24-028919,3,Pending/Possible Leads,35.038222,,-85.29911,POINT (-85.29911 35.038222),8
1100 Arcadia Ave,Chattanooga,TN,37411,4/1/2024 20:29,TN0330100,C1,Charlie S,13B,Simple Assault,Part 1 Crimes,24-028952,3,Pending/Possible Leads,35.04173,North Brainerd,-85.237517,POINT (-85.237517 35.04173),9
800 Riverfront Pkwy,Chattanooga,TN,37402,4/1/2024 20:30,TN0330100,A6,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,24-029058,4,Inactive/Suspended,35.050893,,-85.320934,POINT (-85.320934 35.050893),7
1000 S Highland Park Ave,Chattanooga,TN,37404,4/1/2024 20:30,TN0330100,B5,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029079,4,Inactive/Suspended,35.03171,Highland Park,-85.283497,POINT (-85.283497 35.03171),8
2500 E 21st St,Chattanooga,TN,37404,4/1/2024 20:34,TN0330100,B6,Baker S,91Z,Miscellaneous Information,,24-028932,3,Pending/Possible Leads,35.016616,Oak Grove,-85.273666,POINT (-85.273666 35.016616),9
4000 15th Ave,Chattanooga,TN,37407,4/1/2024 20:48,TN0330100,B9,Baker S,91Z,Miscellaneous Information,,24-028935,3,Pending/Possible Leads,34.993309999999994,East Lake,-85.279223,POINT (-85.279223 34.99331),7
7300 Shallowford Rd,Chattanooga,TN,37421,4/1/2024 20:57,TN0330100,C7,Charlie N,90C,Disorderly Conduct,Part 2 Crimes,24-028937,2,Cleared by Arrest,35.040169,,-85.151942,POINT (-85.151942 35.040169),4
Grove St & Riverfront Pkwy,Chattanooga,TN,37402,4/1/2024 21:06,TN0330100,A6,Adam S,91Z,Miscellaneous Information,,24-028938,3,Pending/Possible Leads,35.041164,,-85.319137,POINT (-85.319137 35.041164),7
1700 E 25th St,Chattanooga,TN,37404,4/1/2024 21:10,TN0330100,B7,Baker S,91Z,Miscellaneous Information,,24-028945,3,Pending/Possible Leads,35.017171,,-85.287018,POINT (-85.287018 35.017171),8
2000 Hamill Rd,Chattanooga,TN,37343,4/1/2024 21:14,TN0330100,A2,Adam N,90F,"Family Offenses , Nonviolent",Part 2 Crimes,24-028943,3,Pending/Possible Leads,35.125193599999996,,-85.236741,POINT (-85.236741 35.1251936),3
3100 6th Ave,Chattanooga,TN,37407,4/1/2024 21:15,TN0330100,B8,Baker S,91Z,Miscellaneous Information,,24-028942,3,Pending/Possible Leads,35.005601,East Lake,-85.282799,POINT (-85.282799 35.005601),7
7700 Lee Hwy,Chattanooga,TN,37421,4/1/2024 21:18,TN0330100,C9,Charlie N,91Z,Serving Warrant,,24-028948,2,Cleared by Arrest,35.061853,,-85.129575,POINT (-85.129575 35.061853),6
7700 Lee Hwy,Chattanooga,TN,37421,4/1/2024 21:18,TN0330100,C9,Charlie N,91Z,Serving Warrant,,24-028949,2,Cleared by Arrest,35.061840000000004,,-85.131055,POINT (-85.131055 35.06184),6
3400 Brainerd Rd,Chattanooga,TN,37411,4/1/2024 21:24,TN0330100,C2,Charlie S,90D,Driving Under The Influence,Part 2 Crimes,24-028951,2,Cleared by Arrest,35.02622,,-85.249479,POINT (-85.249479 35.02622),9
2800 Morgan Ave,Chattanooga,TN,37404,4/1/2024 21:30,TN0330100,B7,Baker S,240,Motor Vehicle Theft,Part 1 Crimes,24-029150,4,Inactive/Suspended,35.015018,Clifton Hills,-85.296839,POINT (-85.296839 35.015018),8
1400 N Chamberlain Ave,Chattanooga,TN,37406,4/1/2024 21:30,TN0330100,B3,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,24-028992,3,Pending/Possible Leads,35.049423,Missionary Rdge,-85.257279,POINT (-85.257279 35.049423),9
2800 Morgan Ave,Chattanooga,TN,37404,4/1/2024 21:30,TN0330100,B7,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029150,4,Inactive/Suspended,35.01594,Clifton Hills,-85.296523,POINT (-85.296523 35.01594),8
2800 Morgan Ave,Chattanooga,TN,37404,4/1/2024 21:30,TN0330100,B7,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-029150,4,Inactive/Suspended,35.016213,,-85.296177,POINT (-85.296177 35.016213),8
1300 E 3rd St,Chattanooga,TN,37404,4/1/2024 21:30,TN0330100,B4,Baker N,91Z,Field Interview,,24-028953,3,Pending/Possible Leads,35.043868,,-85.280134,POINT (-85.280134 35.043868),8
500 Central Dr,Chattanooga,TN,37421,4/1/2024 21:40,TN0330100,C4,Charlie S,91Z,Miscellaneous Information,,24-028960,3,Pending/Possible Leads,35.021755,,-85.194875,POINT (-85.194875 35.021755),6
1100 Arlington Ave,Chattanooga,TN,37406,4/1/2024 21:55,TN0330100,B3,Baker N,91Z,Field Interview,,24-028965,3,Pending/Possible Leads,35.04789,Avondale,-85.260698,POINT (-85.260698 35.04789),8
1200 Cypress Street Ct,Chattanooga,TN,37402,4/1/2024 21:58,TN0330100,A6,Adam S,91Z,Miscellaneous Information,,24-028963,3,Pending/Possible Leads,35.042895,,-85.317217,POINT (-85.317217 35.042895),7
2700 Cannon Ave,Chattanooga,TN,37404,4/1/2024 22:00,TN0330100,B7,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029053,4,Inactive/Suspended,35.017703000000004,,-85.298287,POINT (-85.298287 35.017703),8
1800 E 12th St,Chattanooga,TN,37404,4/1/2024 22:00,TN0330100,B5,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029088,4,Inactive/Suspended,35.029664000000004,Highland Park,-85.27793,POINT (-85.27793 35.029664),8
500 Molly Ln,Chattanooga,TN,37402,4/1/2024 22:00,TN0330100,A6,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,24-029269,3,Pending/Possible Leads,35.051853,,-85.32034,POINT (-85.32034 35.051853),7
1900 Mulberry St,Chattanooga,TN,37404,4/1/2024 22:00,TN0330100,B6,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-029230,3,Pending/Possible Leads,35.020683,Oak Grove,-85.279921,POINT (-85.279921 35.020683),8
2700 Cannon Ave,Chattanooga,TN,37404,4/1/2024 22:00,TN0330100,B7,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-029053,4,Inactive/Suspended,35.017889000000004,,-85.296834,POINT (-85.296834 35.017889),8
1300 Roanoke Ave,Chattanooga,TN,37406,4/1/2024 22:13,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-028813,3,Pending/Possible Leads,35.053703,Avondale,-85.264545,POINT (-85.264545 35.053703),8
700 Golden Pl,Chattanooga,TN,37415,4/1/2024 22:15,TN0330100,A1,Adam N,91Z,Miscellaneous Information,,24-028968,3,Pending/Possible Leads,35.12673899999999,,-85.306585,POINT (-85.306585 35.126739),1
6900 Lee Hwy,Chattanooga,TN,37421,4/1/2024 22:20,TN0330100,C6,Charlie N,91Z,Field Interview,,24-028975,3,Pending/Possible Leads,35.042053,,-85.166152,POINT (-85.166152 35.042053),6
2800 E 50th St,Chattanooga,TN,37407,4/1/2024 22:21,TN0330100,B9,Baker S,35B,Drug Equipment Violations,Part 1 Crimes,24-028976,3,Pending/Possible Leads,34.985368,Cedar Hill,-85.287007,POINT (-85.287007 34.985368),7
2800 E 50th St,Chattanooga,TN,37407,4/1/2024 22:21,TN0330100,B9,Baker S,35A,Drug/Narcotic Violations,Part 1 Crimes,24-028976,3,Pending/Possible Leads,34.986409,Cedar Hill,-85.285452,POINT (-85.285452 34.986409),7
5000 Irvin Rd,Chattanooga,TN,37416,4/1/2024 22:35,TN0330100,C5,Charlie N,91Z,Shots Fired with Nothing Located,,24-028973,3,Pending/Possible Leads,35.089103,Washington Hills,-85.171698,POINT (-85.171698 35.089103),5
900 E 3rd St,Chattanooga,TN,37403,4/1/2024 22:45,TN0330100,C6,Charlie N,91Z,Serving Warrant,,24-029002,2,Cleared by Arrest,35.047959,Fort Wood,-85.291076,POINT (-85.291076 35.047959),8
900 E 3rd St,Chattanooga,TN,37403,4/1/2024 22:45,TN0330100,C6,Charlie N,91Z,Serving Warrant,,24-029008,2,Cleared by Arrest,35.048195,,-85.290876,POINT (-85.290876 35.048195),8
800 Mountain Creek Rd,Chattanooga,TN,37405,4/1/2024 22:50,TN0330100,A5,Adam N,91Z,Field Interview,,24-028982,3,Pending/Possible Leads,35.10038,,-85.327345,POINT (-85.327345 35.10038),1
2400 15th Ave,Chattanooga,TN,37404,4/1/2024 22:54,TN0330100,B7,Baker S,91Z,Field Interview,,24-028994,3,Pending/Possible Leads,35.012103,Missionary Rdge,-85.271634,POINT (-85.271634 35.012103),9
2100 Citico Ave,Chattanooga,TN,37404,4/1/2024 22:55,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-028979,3,Pending/Possible Leads,35.044798,Churchville,-85.265327,POINT (-85.265327 35.044798),8
2800 Cannon Ave,Chattanooga,TN,37404,4/1/2024 23:00,TN0330100,B7,Baker S,91Z,Miscellaneous Information,,24-028985,3,Pending/Possible Leads,35.016466,Clifton Hills,-85.297593,POINT (-85.297593 35.016466),8
600 Dodds Ave,Chattanooga,TN,37404,4/1/2024 23:01,TN0330100,B5,Baker S,91Z,Field Interview,,24-028986,3,Pending/Possible Leads,35.028082999999995,Ridgedale,-85.265889,POINT (-85.265889 35.028083),9
600 Valley Bridge Rd,Chattanooga,TN,37415,4/1/2024 23:05,TN0330100,A5,Adam N,91Z,Miscellaneous Information,,24-029007,3,Pending/Possible Leads,35.116061,,-85.304989,POINT (-85.304989 35.116061),1
2400 E 19th St,Chattanooga,TN,37404,4/1/2024 23:12,TN0330100,B6,Baker S,92Z,,,24-028989,3,Pending/Possible Leads,35.019237,Oak Grove,-85.2749,POINT (-85.2749 35.019237),9
900 Gibson Meadow Dr,Chattanooga,TN,37421,4/1/2024 23:30,TN0330100,C8,Charlie N,91Z,Mental Health Call,,24-028997,3,Pending/Possible Leads,35.002654,,-85.156645,POINT (-85.156645 35.002654),4
1900 Market St,Chattanooga,TN,37408,4/1/2024 23:34,TN0330100,A10,Adam S,91Z,Miscellaneous Information,,24-028978,3,Pending/Possible Leads,35.031504999999996,SS Cowart,-85.308913,POINT (-85.308913 35.031505),7
2400 E 19th St,Chattanooga,TN,37404,4/1/2024 23:43,TN0330100,B5,Baker S,35B,Drug Equipment Violations,Part 1 Crimes,24-029004,3,Pending/Possible Leads,35.018184,Oak Grove,-85.27381,POINT (-85.27381 35.018184),9
2400 E 19th St,Chattanooga,TN,37404,4/1/2024 23:43,TN0330100,B5,Baker S,000,Misc Report,Other Incidents,24-029004,3,Pending/Possible Leads,35.017813,Oak Grove,-85.273503,POINT (-85.273503 35.017813),9
3600 Monte Vista Dr,Chattanooga,TN,37411,4/1/2024 23:50,TN0330100,C2,Charlie S,520,Weapon Law Violations,Part 1 Crimes,24-029005,2,Cleared by Arrest,35.019453999999996,,-85.247862,POINT (-85.247862 35.019454),6
2300 Windsor St,Chattanooga,TN,37406,4/1/2024 23:57,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-028987,3,Pending/Possible Leads,35.047508,Avondale,-85.262686,POINT (-85.262686 35.047508),8
2000 Cleveland Ave,Chattanooga,TN,37404,4/2/2024 0:46,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-029014,3,Pending/Possible Leads,35.042206,Churchville,-85.269394,POINT (-85.269394 35.042206),8
500 Signal Mountain Rd,Chattanooga,TN,37405,4/2/2024 0:50,TN0330100,A5,Adam N,13B,Simple Assault,Part 1 Crimes,24-029016,3,Pending/Possible Leads,35.095338000000005,,-85.330848,POINT (-85.330848 35.095338),1
600 E 10th St,Chattanooga,TN,37403,4/2/2024 1:00,TN0330100,A9,Adam S,91Z,Fire,,24-029018,3,Pending/Possible Leads,35.041098,Martin Luther King,-85.299509,POINT (-85.299509 35.041098),8
1700 E 12th St,Chattanooga,TN,37404,4/2/2024 1:00,TN0330100,B5,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029104,4,Inactive/Suspended,35.029362,Highland Park,-85.279786,POINT (-85.279786 35.029362),8
3800 Grace Ave,Chattanooga,TN,37406,4/2/2024 1:00,TN0330100,B1,Baker N,91Z,Miscellaneous Information,,24-029017,3,Pending/Possible Leads,35.083577999999996,,-85.241599,POINT (-85.241599 35.083578),5
7600 Lee Hwy,Chattanooga,TN,37421,4/2/2024 1:16,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-029020,3,Pending/Possible Leads,35.060748999999994,,-85.134698,POINT (-85.134698 35.060749),6
3800 Tennessee Ave,Chattanooga,TN,37409,4/2/2024 1:23,TN0330100,A12,Adam S,23H,All Other Larceny,Part 1 Crimes,24-029011,3,Pending/Possible Leads,35.00952,St. Elmo,-85.326701,POINT (-85.326701 35.00952),7
3800 Tennessee Ave,Chattanooga,TN,37409,4/2/2024 1:23,TN0330100,A12,Adam S,250,Forgery/Counterfeiting,Part 1 Crimes,24-029011,3,Pending/Possible Leads,35.009873,St. Elmo,-85.326599,POINT (-85.326599 35.009873),7
700 N Germantown Rd,Chattanooga,TN,37411,4/2/2024 1:30,TN0330100,C2,Charlie S,91Z,Shots Fired with Nothing Located,,24-029021,3,Pending/Possible Leads,35.033781000000005,Menlo,-85.242499,POINT (-85.242499 35.033781),9
4300 Oakland Ave,Chattanooga,TN,37410,4/2/2024 1:30,TN0330100,A12,Adam S,91Z,Miscellaneous Information,,24-029023,3,Pending/Possible Leads,35.004139,Southside Chatt,-85.318034,POINT (-85.318034 35.004139),7
2000 S Willow St,Chattanooga,TN,37404,4/2/2024 1:40,TN0330100,B6,Baker S,91Z,Miscellaneous Information,,24-029022,3,Pending/Possible Leads,35.019261,Oak Grove,-85.279109,POINT (-85.279109 35.019261),8
4800 Pawnee Trl,Chattanooga,TN,37411,4/2/2024 1:48,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-029024,3,Pending/Possible Leads,35.025389,Brainerd Park No,-85.222206,POINT (-85.222206 35.025389),5
E 11th St,Chattanooga,TN,37402,4/2/2024 2:00,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-029029,2,Cleared by Arrest,35.044238,,-85.309641,POINT (-85.309641 35.044238),7
E 11th St,Chattanooga,TN,37402,4/2/2024 2:00,TN0330100,A9,Adam S,35B,Drug Equipment Violations,Part 1 Crimes,24-029029,2,Cleared by Arrest,35.044670999999994,,-85.308123,POINT (-85.308123 35.044671),8
1000 N Orchard Knob Ave,Chattanooga,TN,37406,4/2/2024 3:24,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-029034,3,Pending/Possible Leads,35.049485999999995,Avondale,-85.266883,POINT (-85.266883 35.049486),8
2400 E 19th St,Chattanooga,TN,37404,4/2/2024 5:08,TN0330100,B6,Baker S,91Z,Mental Health Call,,24-029064,3,Pending/Possible Leads,35.019054,Oak Grove,-85.274851,POINT (-85.274851 35.019054),9
2200 Bams Dr,Chattanooga,TN,37421,4/2/2024 5:42,TN0330100,C7,Charlie N,91Z,Miscellaneous Information,,24-029042,3,Pending/Possible Leads,35.040679,,-85.156569,POINT (-85.156569 35.040679),4
900 E Main St,Chattanooga,TN,37408,4/2/2024 6:33,TN0330100,B5,Baker S,91Z,Miscellaneous Information,,24-029046,3,Pending/Possible Leads,35.032897999999996,,-85.295929,POINT (-85.295929 35.032898),8
3800 17th Ave,Chattanooga,TN,37407,4/2/2024 6:35,TN0330100,B9,Baker S,91Z,Miscellaneous Information,,24-029048,3,Pending/Possible Leads,34.994796,East Lake,-85.277171,POINT (-85.277171 34.994796),7
7700 Lee Hwy,Chattanooga,TN,37421,4/2/2024 7:00,TN0330100,C9,Charlie N,91Z,Field Interview,,24-029308,3,Pending/Possible Leads,35.062537,,-85.133124,POINT (-85.133124 35.062537),6
6800 Ferdinand Piech Way,Chattanooga,TN,37416,4/2/2024 7:00,TN0330100,C5,Charlie N,91Z,Miscellaneous Information,,24-029051,3,Pending/Possible Leads,35.078628,,-85.128028,POINT (-85.128028 35.078628),6
7800 Hancock Rd,Chattanooga,TN,37416,4/2/2024 7:00,TN0330100,C5,Charlie N,90Z,All Other Offenses,Part 2 Crimes,24-029136,3,Pending/Possible Leads,35.08335,Washington Hills,-85.175779,POINT (-85.175779 35.08335),5
4500 Hixson Pike,Chattanooga,TN,37343,4/2/2024 7:15,TN0330100,A1,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029295,4,Inactive/Suspended,35.12226,,-85.249442,POINT (-85.249442 35.12226),2
